Gene stable ID	Gene stable ID version	Gene name	Gene Synonym	Gene type	Chromosome/scaffold name
ENSGALG00000029731	ENSGALG00000029731.2	TPP1		protein_coding	1
ENSGALG00000005662	ENSGALG00000005662.5	AMPD3		protein_coding	5
ENSGALG00000025996	ENSGALG00000025996.4			protein_coding	6
ENSGALG00000001306	ENSGALG00000001306.9	NFRKB		protein_coding	24
ENSGALG00000052371	ENSGALG00000052371.1			protein_coding	16
ENSGALG00000034281	ENSGALG00000034281.2	TMCC2		protein_coding	26
ENSGALG00000005209	ENSGALG00000005209.5	AQP1		protein_coding	2
ENSGALG00000010721	ENSGALG00000010721.6	GLIS1		protein_coding	8
ENSGALG00000030251	ENSGALG00000030251.2	ADCY8		protein_coding	2
ENSGALG00000009001	ENSGALG00000009001.6	CWC22		protein_coding	7
ENSGALG00000051843	ENSGALG00000051843.1			protein_coding	Z
ENSGALG00000037051	ENSGALG00000037051.3			protein_coding	19
ENSGALG00000032386	ENSGALG00000032386.2	DCLK2		protein_coding	4
ENSGALG00000052430	ENSGALG00000052430.1			protein_coding	31
ENSGALG00000002427	ENSGALG00000002427.5	SMIM5		protein_coding	18
ENSGALG00000051713	ENSGALG00000051713.1			protein_coding	31
ENSGALG00000034586	ENSGALG00000034586.2			protein_coding	2
ENSGALG00000025438	ENSGALG00000025438.2	gga-mir-1600		miRNA	1
ENSGALG00000036616	ENSGALG00000036616.2	NUAK2		protein_coding	26
ENSGALG00000013762	ENSGALG00000013762.6			protein_coding	2
ENSGALG00000046593	ENSGALG00000046593.2			protein_coding	5
ENSGALG00000042949	ENSGALG00000042949.3	MGMT		protein_coding	6
ENSGALG00000039866	ENSGALG00000039866.2			protein_coding	31
ENSGALG00000031606	ENSGALG00000031606.3	NDC1		protein_coding	8
ENSGALG00000046656	ENSGALG00000046656.2	PMVK		protein_coding	25
ENSGALG00000002638	ENSGALG00000002638.6			protein_coding	6
ENSGALG00000017334	ENSGALG00000017334.6			protein_coding	1
ENSGALG00000005212	ENSGALG00000005212.5	GHRHR		protein_coding	2
ENSGALG00000042505	ENSGALG00000042505.2	DSEL		protein_coding	2
ENSGALG00000054158	ENSGALG00000054158.1			protein_coding	31
ENSGALG00000013740	ENSGALG00000013740.6	SLC20A1		protein_coding	22
ENSGALG00000000684	ENSGALG00000000684.6	KLHDC8A		protein_coding	26
ENSGALG00000000966	ENSGALG00000000966.7	NPHP4		protein_coding	21
ENSGALG00000050855	ENSGALG00000050855.1			protein_coding	2
ENSGALG00000015730	ENSGALG00000015730.5	TMPRSS15		protein_coding	1
ENSGALG00000004346	ENSGALG00000004346.6	P2RY4		protein_coding	4
ENSGALG00000038574	ENSGALG00000038574.2			protein_coding	18
ENSGALG00000048031	ENSGALG00000048031.1			protein_coding	2
ENSGALG00000025407	ENSGALG00000025407.2	U6		snRNA	2
ENSGALG00000019276	ENSGALG00000019276.5			protein_coding	1
ENSGALG00000050763	ENSGALG00000050763.1	PBXIP1		protein_coding	25
ENSGALG00000036412	ENSGALG00000036412.3	TMEM108		protein_coding	2
ENSGALG00000047025	ENSGALG00000047025.1			protein_coding	16
ENSGALG00000052484	ENSGALG00000052484.1			protein_coding	1
ENSGALG00000018309	ENSGALG00000018309.2	gga-mir-135a-3		miRNA	26
ENSGALG00000005716	ENSGALG00000005716.6	SBF2		protein_coding	5
ENSGALG00000004336	ENSGALG00000004336.7	INPPL1		protein_coding	4
ENSGALG00000053300	ENSGALG00000053300.1			miRNA	1
ENSGALG00000050595	ENSGALG00000050595.1			protein_coding	31
ENSGALG00000053560	ENSGALG00000053560.1	FBXO16		protein_coding	3
ENSGALG00000048907	ENSGALG00000048907.1			protein_coding	1
ENSGALG00000027886	ENSGALG00000027886.4	TMEM165		protein_coding	4
ENSGALG00000052645	ENSGALG00000052645.1			protein_coding	1
ENSGALG00000052010	ENSGALG00000052010.1			protein_coding	31
ENSGALG00000027265	ENSGALG00000027265.3	AJAP1		protein_coding	21
ENSGALG00000047472	ENSGALG00000047472.1			protein_coding	1
ENSGALG00000002719	ENSGALG00000002719.6	CSNK1D		protein_coding	18
ENSGALG00000000975	ENSGALG00000000975.6	C1orf174		protein_coding	21
ENSGALG00000013804	ENSGALG00000013804.7			protein_coding	4
ENSGALG00000051065	ENSGALG00000051065.1	PYGO2		protein_coding	25
ENSGALG00000010061	ENSGALG00000010061.6	LRBA		protein_coding	4
ENSGALG00000039533	ENSGALG00000039533.2	EFR3A		protein_coding	2
ENSGALG00000015737	ENSGALG00000015737.6	NCAM2		protein_coding	1
ENSGALG00000017333	ENSGALG00000017333.6	LCMT2		protein_coding	1
ENSGALG00000037350	ENSGALG00000037350.2	gga-mir-7b		miRNA	W
ENSGALG00000000692	ENSGALG00000000692.6	CDK18		protein_coding	26
ENSGALG00000046135	ENSGALG00000046135.2			protein_coding	31
ENSGALG00000050474	ENSGALG00000050474.1			protein_coding	W
ENSGALG00000044439	ENSGALG00000044439.2			protein_coding	31
ENSGALG00000036295	ENSGALG00000036295.2	DFFB		protein_coding	21
ENSGALG00000054620	ENSGALG00000054620.1			protein_coding	1
ENSGALG00000031293	ENSGALG00000031293.2	SLCO1A2		protein_coding	1
ENSGALG00000004251	ENSGALG00000004251.6	ARR3		protein_coding	4
ENSGALG00000047728	ENSGALG00000047728.1			protein_coding	1
ENSGALG00000046958	ENSGALG00000046958.1			protein_coding	1
ENSGALG00000010461	ENSGALG00000010461.6	EBF3		protein_coding	6
ENSGALG00000050918	ENSGALG00000050918.1			protein_coding	1
ENSGALG00000051602	ENSGALG00000051602.1			protein_coding	31
ENSGALG00000017896	ENSGALG00000017896.2	U6		snRNA	1
ENSGALG00000053315	ENSGALG00000053315.1			protein_coding	3
ENSGALG00000047511	ENSGALG00000047511.1			protein_coding	1
ENSGALG00000027360	ENSGALG00000027360.2			misc_RNA	5
ENSGALG00000018245	ENSGALG00000018245.2	gga-mir-155		miRNA	1
ENSGALG00000044342	ENSGALG00000044342.2	HINT3		protein_coding	3
ENSGALG00000044235	ENSGALG00000044235.2	MAB21L2		pseudogene	4
ENSGALG00000039023	ENSGALG00000039023.2			protein_coding	W
ENSGALG00000048929	ENSGALG00000048929.1			protein_coding	31
ENSGALG00000027404	ENSGALG00000027404.2			misc_RNA	5
ENSGALG00000000695	ENSGALG00000000695.6	MFSD4A		protein_coding	26
ENSGALG00000049682	ENSGALG00000049682.1	CHIR-B2		protein_coding	31
ENSGALG00000025475	ENSGALG00000025475.2	gga-mir-1586		miRNA	4
ENSGALG00000015742	ENSGALG00000015742.7	MRPL39		protein_coding	1
ENSGALG00000028664	ENSGALG00000028664.4	CKS1B		protein_coding	25
ENSGALG00000051627	ENSGALG00000051627.1			protein_coding	31
ENSGALG00000009012	ENSGALG00000009012.6	ZNF385B		protein_coding	7
ENSGALG00000000978	ENSGALG00000000978.7	CEP104		protein_coding	21
ENSGALG00000041161	ENSGALG00000041161.2	NT5DC4		protein_coding	22
ENSGALG00000053734	ENSGALG00000053734.1			protein_coding	31
ENSGALG00000004203	ENSGALG00000004203.7	PSMG3		protein_coding	14
ENSGALG00000026278	ENSGALG00000026278.3			protein_coding	4
ENSGALG00000014834	ENSGALG00000014834.6	NCOA7		protein_coding	3
ENSGALG00000054171	ENSGALG00000054171.1	CHIR-A2		protein_coding	31
ENSGALG00000009246	ENSGALG00000009246.4	ACBD3		protein_coding	3
ENSGALG00000027700	ENSGALG00000027700.4	FLAD1		protein_coding	25
ENSGALG00000016630	ENSGALG00000016630.7	EXTL3		protein_coding	3
ENSGALG00000013168	ENSGALG00000013168.5	IAPP		protein_coding	1
ENSGALG00000042137	ENSGALG00000042137.2	ELK4		protein_coding	26
ENSGALG00000024609	ENSGALG00000024609.2	SNORD73		snoRNA	4
ENSGALG00000046455	ENSGALG00000046455.2			protein_coding	26
ENSGALG00000050995	ENSGALG00000050995.1	LRRC47		protein_coding	21
ENSGALG00000032316	ENSGALG00000032316.2	CDV3		protein_coding	2
ENSGALG00000053285	ENSGALG00000053285.1			protein_coding	25
ENSGALG00000043826	ENSGALG00000043826.3	ANXA11		protein_coding	6
ENSGALG00000047551	ENSGALG00000047551.1			protein_coding	25
ENSGALG00000004209	ENSGALG00000004209.6	ELFN1		protein_coding	14
ENSGALG00000000703	ENSGALG00000000703.6	SLC45A3		protein_coding	26
ENSGALG00000013173	ENSGALG00000013173.6	PYROXD1		protein_coding	1
ENSGALG00000010081	ENSGALG00000010081.7	SH3D19		protein_coding	4
ENSGALG00000001331	ENSGALG00000001331.6	ST14		protein_coding	24
ENSGALG00000009031	ENSGALG00000009031.7	SESTD1		protein_coding	7
ENSGALG00000051508	ENSGALG00000051508.1			protein_coding	W
ENSGALG00000047699	ENSGALG00000047699.1			protein_coding	31
ENSGALG00000052095	ENSGALG00000052095.1			protein_coding	25
ENSGALG00000034461	ENSGALG00000034461.2	TOPBP1		protein_coding	2
ENSGALG00000055127	ENSGALG00000055127.1			protein_coding	31
ENSGALG00000004224	ENSGALG00000004224.6	MAD1L1		protein_coding	14
ENSGALG00000050946	ENSGALG00000050946.1			protein_coding	31
ENSGALG00000035675	ENSGALG00000035675.2			protein_coding	18
ENSGALG00000038424	ENSGALG00000038424.2			protein_coding	25
ENSGALG00000043926	ENSGALG00000043926.2			protein_coding	21
ENSGALG00000027167	ENSGALG00000027167.3			protein_coding	25
ENSGALG00000009253	ENSGALG00000009253.6	SDE2		protein_coding	3
ENSGALG00000015746	ENSGALG00000015746.6	JAM2		protein_coding	1
ENSGALG00000026754	ENSGALG00000026754.3			protein_coding	25
ENSGALG00000010090	ENSGALG00000010090.6	FAM160A1		protein_coding	4
ENSGALG00000043938	ENSGALG00000043938.2	LIG1		protein_coding	31
ENSGALG00000031327	ENSGALG00000031327.2			protein_coding	W
ENSGALG00000028681	ENSGALG00000028681.3			protein_coding	4
ENSGALG00000010470	ENSGALG00000010470.6	TCERG1L		protein_coding	6
ENSGALG00000034716	ENSGALG00000034716.2	HEY2		protein_coding	3
ENSGALG00000030405	ENSGALG00000030405.2			protein_coding	25
ENSGALG00000048463	ENSGALG00000048463.1	gga-mir-12278		miRNA	5
ENSGALG00000010471	ENSGALG00000010471.6	PPP2R2D		protein_coding	6
ENSGALG00000013668	ENSGALG00000013668.4			protein_coding	25
ENSGALG00000010320	ENSGALG00000010320.6	PAWR		protein_coding	1
ENSGALG00000040896	ENSGALG00000040896.3	FASN		protein_coding	18
ENSGALG00000014841	ENSGALG00000014841.7	HDDC2		protein_coding	3
ENSGALG00000050028	ENSGALG00000050028.1	gga-mir-7482-6		miRNA	Z
ENSGALG00000009275	ENSGALG00000009275.7	TMEM63A		protein_coding	3
ENSGALG00000004245	ENSGALG00000004245.6	NUDT1		protein_coding	14
ENSGALG00000046717	ENSGALG00000046717.1			miRNA	1
ENSGALG00000054049	ENSGALG00000054049.1	gga-mir-7482-6		miRNA	Z
ENSGALG00000053983	ENSGALG00000053983.1			protein_coding	25
ENSGALG00000048442	ENSGALG00000048442.1	gga-mir-7482-1		miRNA	Z
ENSGALG00000044788	ENSGALG00000044788.2	ZNF628		protein_coding	31
ENSGALG00000010097	ENSGALG00000010097.6	GATB		protein_coding	4
ENSGALG00000030128	ENSGALG00000030128.3			protein_coding	2
ENSGALG00000054074	ENSGALG00000054074.1			pseudogene	25
ENSGALG00000053918	ENSGALG00000053918.1	gga-mir-7482-1		miRNA	Z
ENSGALG00000001006	ENSGALG00000001006.6	TP73		protein_coding	21
ENSGALG00000053187	ENSGALG00000053187.1			protein_coding	31
ENSGALG00000055107	ENSGALG00000055107.1	gga-mir-7482-1		miRNA	Z
ENSGALG00000028374	ENSGALG00000028374.3			protein_coding	25
ENSGALG00000048217	ENSGALG00000048217.1	gga-mir-7482-3		miRNA	Z
ENSGALG00000005242	ENSGALG00000005242.7			protein_coding	2
ENSGALG00000047111	ENSGALG00000047111.1			protein_coding	25
ENSGALG00000052035	ENSGALG00000052035.1			protein_coding	25
ENSGALG00000030710	ENSGALG00000030710.2			protein_coding	20
ENSGALG00000047250	ENSGALG00000047250.1			protein_coding	31
ENSGALG00000053540	ENSGALG00000053540.1			pseudogene	25
ENSGALG00000004255	ENSGALG00000004255.6	SNX8		protein_coding	14
ENSGALG00000048696	ENSGALG00000048696.1			protein_coding	25
ENSGALG00000047761	ENSGALG00000047761.1			protein_coding	31
ENSGALG00000005769	ENSGALG00000005769.7	WEE1		protein_coding	5
ENSGALG00000052033	ENSGALG00000052033.1			miRNA	3
ENSGALG00000010103	ENSGALG00000010103.7	FBXW7		protein_coding	4
ENSGALG00000009291	ENSGALG00000009291.7	EPHX1		protein_coding	3
ENSGALG00000027475	ENSGALG00000027475.3			protein_coding	25
ENSGALG00000010476	ENSGALG00000010476.6	BNIP3		protein_coding	6
ENSGALG00000016633	ENSGALG00000016633.6	HMBOX1		protein_coding	3
ENSGALG00000010736	ENSGALG00000010736.6	DIO1		protein_coding	8
ENSGALG00000039224	ENSGALG00000039224.3	HHLA1		protein_coding	2
ENSGALG00000029958	ENSGALG00000029958.3			pseudogene	25
ENSGALG00000030540	ENSGALG00000030540.2	gga-mir-1653		miRNA	9
ENSGALG00000000712	ENSGALG00000000712.6	RAB29		protein_coding	26
ENSGALG00000014843	ENSGALG00000014843.6	TPD52L1		protein_coding	3
ENSGALG00000054523	ENSGALG00000054523.1	LZTFL1		protein_coding	2
ENSGALG00000026009	ENSGALG00000026009.3	SRP9		protein_coding	3
ENSGALG00000049659	ENSGALG00000049659.1			protein_coding	25
ENSGALG00000025344	ENSGALG00000025344.2	gga-mir-1718		miRNA	5
ENSGALG00000002191	ENSGALG00000002191.5	TLX3		protein_coding	13
ENSGALG00000010486	ENSGALG00000010486.6	JAKMIP3		protein_coding	6
ENSGALG00000047283	ENSGALG00000047283.1			protein_coding	31
ENSGALG00000007337	ENSGALG00000007337.7	LPP		protein_coding	9
ENSGALG00000015107	ENSGALG00000015107.6	PIP5K1B		protein_coding	Z
ENSGALG00000005787	ENSGALG00000005787.6	ZNF143		protein_coding	5
ENSGALG00000048252	ENSGALG00000048252.1			miRNA	2
ENSGALG00000016639	ENSGALG00000016639.6	KIF13B		protein_coding	3
ENSGALG00000054412	ENSGALG00000054412.1			protein_coding	4
ENSGALG00000053813	ENSGALG00000053813.1			protein_coding	25
ENSGALG00000025440	ENSGALG00000025440.2	gga-mir-1797		miRNA	26
ENSGALG00000053961	ENSGALG00000053961.1			protein_coding	13
ENSGALG00000047286	ENSGALG00000047286.1			protein_coding	25
ENSGALG00000026964	ENSGALG00000026964.3			protein_coding	25
ENSGALG00000023355	ENSGALG00000023355.5	TMEM154		protein_coding	4
ENSGALG00000051777	ENSGALG00000051777.1			protein_coding	8
ENSGALG00000015751	ENSGALG00000015751.7	ATP5PF		protein_coding	1
ENSGALG00000010743	ENSGALG00000010743.5	LRRC42		protein_coding	8
ENSGALG00000001024	ENSGALG00000001024.7	TPRG1L		protein_coding	21
ENSGALG00000047689	ENSGALG00000047689.1			protein_coding	25
ENSGALG00000039333	ENSGALG00000039333.2	SLC6A20		protein_coding	2
ENSGALG00000009303	ENSGALG00000009303.7	ENAH		protein_coding	3
ENSGALG00000000721	ENSGALG00000000721.6	SLC41A1		protein_coding	26
ENSGALG00000002090	ENSGALG00000002090.6	GPSM2		protein_coding	8
ENSGALG00000020647	ENSGALG00000020647.4	LDLRAD1		protein_coding	8
ENSGALG00000044326	ENSGALG00000044326.2			protein_coding	31
ENSGALG00000033855	ENSGALG00000033855.2	GOLT1B		protein_coding	1
ENSGALG00000015763	ENSGALG00000015763.6	GABPA		protein_coding	1
ENSGALG00000013651	ENSGALG00000013651.6	RNF217		protein_coding	3
ENSGALG00000046976	ENSGALG00000046976.1			pseudogene	21
ENSGALG00000041334	ENSGALG00000041334.2	SNRPD1		protein_coding	2
ENSGALG00000002686	ENSGALG00000002686.6	ECD		protein_coding	6
ENSGALG00000035100	ENSGALG00000035100.3			protein_coding	25
ENSGALG00000010746	ENSGALG00000010746.6	TMEM59		protein_coding	8
ENSGALG00000040999	ENSGALG00000040999.2	EIF3B		protein_coding	14
ENSGALG00000020788	ENSGALG00000020788.5	CCDC141		protein_coding	7
ENSGALG00000026490	ENSGALG00000026490.4	RPS16		protein_coding	1
ENSGALG00000002106	ENSGALG00000002106.7	CLCC1		protein_coding	8
ENSGALG00000040205	ENSGALG00000040205.2			protein_coding	13
ENSGALG00000041361	ENSGALG00000041361.3	ARFIP1		protein_coding	4
ENSGALG00000040902	ENSGALG00000040902.2	SACM1L		protein_coding	2
ENSGALG00000010490	ENSGALG00000010490.8	DPYSL4		protein_coding	6
ENSGALG00000049097	ENSGALG00000049097.1			protein_coding	25
ENSGALG00000034171	ENSGALG00000034171.2	EPB41L1		protein_coding	20
ENSGALG00000028549	ENSGALG00000028549.2	gga-mir-6602		miRNA	26
ENSGALG00000009817	ENSGALG00000009817.5	ZNF770		protein_coding	5
ENSGALG00000037626	ENSGALG00000037626.2	KCNQ3		protein_coding	2
ENSGALG00000052741	ENSGALG00000052741.1			protein_coding	7
ENSGALG00000005807	ENSGALG00000005807.6	IPO7		protein_coding	5
ENSGALG00000053149	ENSGALG00000053149.1			miRNA	9
ENSGALG00000035623	ENSGALG00000035623.2	LIMD1		protein_coding	2
ENSGALG00000009838	ENSGALG00000009838.6	AQR		protein_coding	5
ENSGALG00000002693	ENSGALG00000002693.6	FAM149B1		protein_coding	6
ENSGALG00000049609	ENSGALG00000049609.1			protein_coding	31
ENSGALG00000034126	ENSGALG00000034126.3			protein_coding	25
ENSGALG00000010342	ENSGALG00000010342.7	OTOGL		protein_coding	1
ENSGALG00000034488	ENSGALG00000034488.2			protein_coding	W
ENSGALG00000052907	ENSGALG00000052907.1			protein_coding	7
ENSGALG00000007357	ENSGALG00000007357.3	BCL6		protein_coding	9
ENSGALG00000033591	ENSGALG00000033591.3			protein_coding	13
ENSGALG00000050089	ENSGALG00000050089.1			protein_coding	7
ENSGALG00000047281	ENSGALG00000047281.1			protein_coding	31
ENSGALG00000054898	ENSGALG00000054898.1			protein_coding	4
ENSGALG00000017862	ENSGALG00000017862.2			snoRNA	5
ENSGALG00000000724	ENSGALG00000000724.3	PM20D1		protein_coding	26
ENSGALG00000030242	ENSGALG00000030242.3	EDMTFH		protein_coding	25
ENSGALG00000036309	ENSGALG00000036309.2	LARS2		protein_coding	2
ENSGALG00000051229	ENSGALG00000051229.1			protein_coding	7
ENSGALG00000041054	ENSGALG00000041054.2			protein_coding	4
ENSGALG00000005815	ENSGALG00000005815.6	TMEM41B		protein_coding	5
ENSGALG00000025737	ENSGALG00000025737.2	gga-mir-3524b		miRNA	2
ENSGALG00000001058	ENSGALG00000001058.6	ARHGEF16		protein_coding	21
ENSGALG00000035943	ENSGALG00000035943.2	GSX2		protein_coding	4
ENSGALG00000010752	ENSGALG00000010752.6	CDCP2		protein_coding	8
ENSGALG00000034659	ENSGALG00000034659.2			miRNA	2
ENSGALG00000031901	ENSGALG00000031901.3	EDBETA		protein_coding	25
ENSGALG00000009844	ENSGALG00000009844.7	ACTC1		protein_coding	5
ENSGALG00000042548	ENSGALG00000042548.2	LRRC6		protein_coding	2
ENSGALG00000015770	ENSGALG00000015770.7	APP		protein_coding	1
ENSGALG00000002129	ENSGALG00000002129.6	WDR47		protein_coding	8
ENSGALG00000002152	ENSGALG00000002152.6	GABRP		protein_coding	13
ENSGALG00000050342	ENSGALG00000050342.1			protein_coding	2
ENSGALG00000010758	ENSGALG00000010758.7			protein_coding	8
ENSGALG00000051776	ENSGALG00000051776.1			protein_coding	7
ENSGALG00000030596	ENSGALG00000030596.3	EDYM1		protein_coding	25
ENSGALG00000048969	ENSGALG00000048969.1			miRNA	W
ENSGALG00000016891	ENSGALG00000016891.7			protein_coding	1
ENSGALG00000002701	ENSGALG00000002701.5	DNAJC9		protein_coding	6
ENSGALG00000013931	ENSGALG00000013931.7	CHIC2		protein_coding	4
ENSGALG00000048735	ENSGALG00000048735.1			protein_coding	2
ENSGALG00000036728	ENSGALG00000036728.2	PRDM16		protein_coding	21
ENSGALG00000033766	ENSGALG00000033766.2	gga-mir-7474		miRNA	7
ENSGALG00000041311	ENSGALG00000041311.2			protein_coding	1
ENSGALG00000013177	ENSGALG00000013177.6	BCAT1		protein_coding	1
ENSGALG00000004276	ENSGALG00000004276.4	CHST12		protein_coding	14
ENSGALG00000048432	ENSGALG00000048432.1			protein_coding	W
ENSGALG00000010108	ENSGALG00000010108.7			protein_coding	4
ENSGALG00000029526	ENSGALG00000029526.2			protein_coding	25
ENSGALG00000053504	ENSGALG00000053504.1			protein_coding	W
ENSGALG00000040847	ENSGALG00000040847.3	EDQM3		protein_coding	25
ENSGALG00000048310	ENSGALG00000048310.1			protein_coding	7
ENSGALG00000035569	ENSGALG00000035569.2	MC2R		protein_coding	2
ENSGALG00000004279	ENSGALG00000004279.6	GRIFIN		protein_coding	14
ENSGALG00000049970	ENSGALG00000049970.1			protein_coding	W
ENSGALG00000014848	ENSGALG00000014848.6			protein_coding	3
ENSGALG00000034326	ENSGALG00000034326.2	TMEM158		protein_coding	2
ENSGALG00000025906	ENSGALG00000025906.3	HS6ST3		protein_coding	1
ENSGALG00000047707	ENSGALG00000047707.1			miRNA	3
ENSGALG00000010761	ENSGALG00000010761.6	MRPL37		protein_coding	8
ENSGALG00000025188	ENSGALG00000025188.2			miRNA	2
ENSGALG00000032721	ENSGALG00000032721.3			protein_coding	25
ENSGALG00000048209	ENSGALG00000048209.1			pseudogene	19
ENSGALG00000051633	ENSGALG00000051633.1			miRNA	1
ENSGALG00000005840	ENSGALG00000005840.8	DENND5A		protein_coding	5
ENSGALG00000034905	ENSGALG00000034905.2			protein_coding	W
ENSGALG00000038448	ENSGALG00000038448.2	MIR124-1		miRNA	3
ENSGALG00000013940	ENSGALG00000013940.7	LNX1		protein_coding	4
ENSGALG00000014853	ENSGALG00000014853.4	CLVS2		protein_coding	3
ENSGALG00000040447	ENSGALG00000040447.2	CDCP1		protein_coding	2
ENSGALG00000051432	ENSGALG00000051432.1			protein_coding	21
ENSGALG00000020615	ENSGALG00000020615.5	STK32C		protein_coding	6
ENSGALG00000002703	ENSGALG00000002703.7	TFAM		protein_coding	6
ENSGALG00000034146	ENSGALG00000034146.2			protein_coding	1
ENSGALG00000005268	ENSGALG00000005268.7	SEC22C		protein_coding	2
ENSGALG00000048749	ENSGALG00000048749.1			protein_coding	16
ENSGALG00000038515	ENSGALG00000038515.2	LFNG		protein_coding	14
ENSGALG00000049882	ENSGALG00000049882.1	SMPDL3A		protein_coding	3
ENSGALG00000001078	ENSGALG00000001078.6			protein_coding	21
ENSGALG00000002145	ENSGALG00000002145.6	CAMSAP2		protein_coding	8
ENSGALG00000032087	ENSGALG00000032087.2	MC5R		protein_coding	2
ENSGALG00000030969	ENSGALG00000030969.2	CLEC3B		protein_coding	2
ENSGALG00000047995	ENSGALG00000047995.1			protein_coding	31
ENSGALG00000033392	ENSGALG00000033392.2	EDCH3		protein_coding	25
ENSGALG00000013889	ENSGALG00000013889.7	RNMT		protein_coding	2
ENSGALG00000009135	ENSGALG00000009135.6	PLEKHA3		protein_coding	7
ENSGALG00000001081	ENSGALG00000001081.7			protein_coding	21
ENSGALG00000030268	ENSGALG00000030268.2	NKTR		protein_coding	2
ENSGALG00000028032	ENSGALG00000028032.4	MSRA		protein_coding	3
ENSGALG00000010491	ENSGALG00000010491.6	PWWP2B		protein_coding	6
ENSGALG00000049073	ENSGALG00000049073.1			protein_coding	W
ENSGALG00000047117	ENSGALG00000047117.1			protein_coding	31
ENSGALG00000051132	ENSGALG00000051132.1			protein_coding	1
ENSGALG00000016893	ENSGALG00000016893.7	UGGT2		protein_coding	1
ENSGALG00000038933	ENSGALG00000038933.3	FABP7		protein_coding	3
ENSGALG00000044996	ENSGALG00000044996.2	TMEM71		protein_coding	2
ENSGALG00000001341	ENSGALG00000001341.6	ZBTB44		protein_coding	24
ENSGALG00000047563	ENSGALG00000047563.1			protein_coding	19
ENSGALG00000041382	ENSGALG00000041382.2	EDCH2		protein_coding	25
ENSGALG00000044674	ENSGALG00000044674.2			protein_coding	W
ENSGALG00000002132	ENSGALG00000002132.7	KCNIP1		protein_coding	13
ENSGALG00000010774	ENSGALG00000010774.7	SSBP3		protein_coding	8
ENSGALG00000046331	ENSGALG00000046331.2			protein_coding	31
ENSGALG00000030084	ENSGALG00000030084.2	EXOSC7		protein_coding	2
ENSGALG00000048776	ENSGALG00000048776.1			protein_coding	19
ENSGALG00000053993	ENSGALG00000053993.1			protein_coding	5
ENSGALG00000001370	ENSGALG00000001370.6	ADAMTS8		protein_coding	24
ENSGALG00000052405	ENSGALG00000052405.1			protein_coding	W
ENSGALG00000038478	ENSGALG00000038478.2	EDMPN2		protein_coding	25
ENSGALG00000053189	ENSGALG00000053189.1			protein_coding	W
ENSGALG00000054915	ENSGALG00000054915.1			protein_coding	19
ENSGALG00000021213	ENSGALG00000021213.5	UBE2D1		protein_coding	6
ENSGALG00000001115	ENSGALG00000001115.7	MMEL1		protein_coding	21
ENSGALG00000027036	ENSGALG00000027036.3	PKIB		protein_coding	3
ENSGALG00000005287	ENSGALG00000005287.6	ZBTB47		protein_coding	2
ENSGALG00000051422	ENSGALG00000051422.1			protein_coding	W
ENSGALG00000001407	ENSGALG00000001407.5	ADAMTS15		protein_coding	24
ENSGALG00000010935	ENSGALG00000010935.7	PTPRQ		protein_coding	1
ENSGALG00000054415	ENSGALG00000054415.1			protein_coding	19
ENSGALG00000010493	ENSGALG00000010493.7	INPP5A		protein_coding	6
ENSGALG00000046789	ENSGALG00000046789.1			protein_coding	W
ENSGALG00000032161	ENSGALG00000032161.3	SCUBE2		protein_coding	5
ENSGALG00000049210	ENSGALG00000049210.1			protein_coding	W
ENSGALG00000033792	ENSGALG00000033792.3			protein_coding	19
ENSGALG00000032318	ENSGALG00000032318.3			protein_coding	25
ENSGALG00000001425	ENSGALG00000001425.6	SNX19		protein_coding	24
ENSGALG00000043735	ENSGALG00000043735.2			protein_coding	31
ENSGALG00000009149	ENSGALG00000009149.7			protein_coding	7
ENSGALG00000053841	ENSGALG00000053841.1			protein_coding	W
ENSGALG00000005292	ENSGALG00000005292.7	KLHL40		protein_coding	2
ENSGALG00000015108	ENSGALG00000015108.6	FXN		protein_coding	Z
ENSGALG00000044330	ENSGALG00000044330.2			protein_coding	31
ENSGALG00000001136	ENSGALG00000001136.6			protein_coding	21
ENSGALG00000005903	ENSGALG00000005903.7	NRIP3		protein_coding	5
ENSGALG00000009847	ENSGALG00000009847.6	STXBP6		protein_coding	5
ENSGALG00000013943	ENSGALG00000013943.6			protein_coding	4
ENSGALG00000039750	ENSGALG00000039750.3	EDSC		protein_coding	25
ENSGALG00000007419	ENSGALG00000007419.7	MASP1		protein_coding	9
ENSGALG00000029266	ENSGALG00000029266.2	ZDHHC3		protein_coding	2
ENSGALG00000053871	ENSGALG00000053871.1			protein_coding	19
ENSGALG00000044343	ENSGALG00000044343.2			protein_coding	31
ENSGALG00000047956	ENSGALG00000047956.1			protein_coding	7
ENSGALG00000002164	ENSGALG00000002164.6	DDX59		protein_coding	8
ENSGALG00000005297	ENSGALG00000005297.4	HHATL		protein_coding	2
ENSGALG00000041833	ENSGALG00000041833.2			protein_coding	19
ENSGALG00000005908	ENSGALG00000005908.5	TMEM9B		protein_coding	5
ENSGALG00000023439	ENSGALG00000023439.3	PJVK		protein_coding	7
ENSGALG00000027002	ENSGALG00000027002.3			protein_coding	21
ENSGALG00000053933	ENSGALG00000053933.1			protein_coding	W
ENSGALG00000050935	ENSGALG00000050935.1			miRNA	W
ENSGALG00000048011	ENSGALG00000048011.1	SCLT1		protein_coding	4
ENSGALG00000044436	ENSGALG00000044436.2			protein_coding	31
